src,ObjID,image_id,trail_length,snr,stack,nn,pmax,pmean,n_over50,crop_pmax
real,K25F20L,301,6.582095804985386,3.134564895361492,True,False,0.02535993792116642,0.001581082004122436,0.0,0.9995459914207458
real,K18P10K,2365,7.650357615236333,9.806208571433718,True,True,0.9979828000068665,0.7380648255348206,479.0,0.9979828000068665
real,K25O17H,1543,6.946832509532112,8.961288249375004,True,True,0.9979020357131958,0.670692503452301,436.0,0.9989815354347229
real,K25F20L,271,7.276691812226811,7.526404143756323,True,False,0.0010185667779296637,0.00016576825873926282,0.0,0.962443470954895
real,K25F20L,263,7.279328293390018,2.477464879890784,True,False,0.9566891193389893,0.50119948387146,358.0,0.9566891193389893
real,K25N00B,896,13.671075247101369,2.3337979275918186,True,False,0.8726195693016052,0.09752795845270157,72.0,0.9972623586654663
real,K25O09V,1276,12.439738272039428,2.4922518832558573,True,False,0.9290237426757812,0.11816224455833435,79.0,0.9989874958992004
real,K25H12F,489,11.557158988272198,8.278055840632515,True,True,0.9977565407752991,0.7469847798347473,486.0,0.9977597594261169
real,K23Y01O,1231,6.719586397022177,6.217688028114726,True,True,0.9979990124702454,0.7527151107788086,495.0,0.9979990124702454
real,K25M00V,884,14.868473528330258,5.80411678349228,True,False,0.9935176968574524,0.5202857255935669,335.0,0.9978962540626526
real,K25F28Z,201,9.791307882951864,3.634132860298638,True,False,0.973372757434845,0.5831124782562256,428.0,0.9919063448905945
real,K17Q02F,2523,9.188204263866334,4.987267901184253,True,True,0.990416944026947,0.7285787463188171,483.0,0.9988259077072144
real,K22C01L,2440,6.757192159827471,6.907389420984201,True,True,0.9987092614173889,0.688480019569397,445.0,0.9987092614173889
real,K25F28Z,205,9.782094341855124,5.465884388831008,True,False,0.9976904988288879,0.5945613980293274,397.0,0.9979455471038818
real,K25M89G,710,20.949442271410497,8.769550138173654,True,True,0.9995278120040894,0.8473925590515137,534.0,0.9995278120040894
real,K19B01A,906,6.435096790021788,9.204820677493275,True,True,0.9976539611816406,0.6693586707115173,431.0,0.9977420568466187
real,K25N02Y,1063,16.913425568271865,3.34563503357786,True,True,0.998339831829071,0.6999473571777344,457.0,0.998699426651001
